Source,Target,Type_Source,Type_Target,Weight
Dioskurias,Machares,PER,PER,1
Dioskurias,Mittwinter,LOC,LOC,1
Dioskurias,Oroizes,LOC,LOC,1
Dioskurias,Pantikapäon,PER,PER,1
Dioskurias,Pompeius,LOC,PER,1
Dioskurias,Quintus Metellus Celer,LOC,PER,1
Dioskurias,Schwarzen Meer,LOC,LOC,1
Dioskurias,Suchum Kale,LOC,LOC,1
Disciplin,Kleinasiens,LOC,LOC,1
Dobrudscha,Bastarner,LOC,PER,1
Dobrudscha,Donauufer,LOC,LOC,1
Dobrudscha,Istere,LOC,LOC,1
Dobrudscha,Istropolis,LOC,LOC,1
Dobrudscha,Kustendsche,LOC,LOC,1
Dolabella,Caesar,PER,PER,1
Dolabella,Italien,ORG,LOC,1
Dolabella,Nichtbesitzenden,ORG,LOC,1
Dolopischen Höhen,Göler,LOC,PER,1
Dolopischen Höhen,Leake,LOC,LOC,1
Dolopischen Höhen,Northern Greece,LOC,LOC,1
Dolopischen Höhen,Othrys,LOC,LOC,1
Dolopischen Höhen,Pharsalos,LOC,LOC,1
Dolopischen Höhen,Strabon,LOC,LOC,1
Domanialland successiv,Afrika,PER,LOC,1
Domanialland successiv,Bithynien,PER,LOC,1
Domanialland successiv,Hellas,PER,LOC,1
Domanialland successiv,Kilikien,PER,LOC,1
Domanialland successiv,Kyrene,PER,LOC,1
Domanialland successiv,Makedonien,PER,LOC,1
Domanialland successiv,Pontus,PER,LOC,1
Domanialland successiv,Sicilien,PER,LOC,1
Domanialland successiv,Spanien,PER,LOC,1
Domanialland successiv,Thrakischen Chersones,PER,LOC,1
Domaniallandes,Kreta,ORG,LOC,1
Domaniallandes,Pompeius,ORG,PER,1
Domitius,Bürgerschaft,PER,LOC,2
Domitius,Caesars,PER,PER,2
Domitius,Cato,PER,PER,1
Domitius,Gallien,PER,LOC,1
Domitius,Pompeius,PER,PER,1
Domitius,Prätur,PER,ORG,1
Domitius,Stadt,PER,LOC,1
Domitius,Vatinius,PER,PER,1
Donau,Afrika,LOC,LOC,1
Donau,Euphrat,LOC,LOC,1
Donau,Gallien,LOC,LOC,1
Donau,Germanien,LOC,LOC,1
Donau,Getenkönig Börebistas,LOC,ORG,1
Donau,Illyrien,LOC,LOC,1
Donau,Italien,LOC,LOC,2
Donau,Mithradates,LOC,PER,1
Donau,Mittelmeer,LOC,LOC,1
Donau,Ocean,LOC,LOC,1
Donau,Skythien,LOC,LOC,1
Donau,Spanien,LOC,LOC,1
Donau,Thrakien,LOC,LOC,1
Donauufer,Bastarner,LOC,PER,1
Donauufer,Istere,LOC,LOC,1
Donauufer,Istropolis,LOC,LOC,1
Donauufer,Kustendsche,LOC,LOC,1
Dover,Walmercastle,LOC,LOC,1
Drappes,Caesar,PER,PER,1
Drappes,Loire,PER,LOC,1
Drappes,Lot 52,PER,LOC,1
Drappes,Lucterius,PER,LOC,1
Drappes,Stadt,PER,LOC,1
Drappes,Uxellodunum,PER,LOC,1
Drappes,Vercingetorix,PER,PER,1
Drappes,Waffengefährte Lucterius,PER,PER,1
Dreivierteldenare,Caesar,LOC,PER,1
Dreivierteldenare,Galliens,LOC,LOC,1
Drintälern,Illyrien,LOC,LOC,1
Drintälern,Pirusten,LOC,LOC,1
Druiden,Britischen Inseln,ORG,LOC,1
Druiden,Gallien,ORG,LOC,1
Drusen,Apameia,LOC,LOC,1
Drusen,Baalbek,LOC,LOC,1
Drusen,Beirut,LOC,LOC,1
Drusen,Byblos,LOC,LOC,1
Drusen,Chalkis,LOC,LOC,1
Drusen,Dionysios,LOC,PER,1
Drusen,Heliupolis,LOC,LOC,1
Drusen,Libanos,LOC,LOC,1
Drusen,Lysias,LOC,LOC,1
Drusen,Marsyasebene,LOC,LOC,1
Drusen,Orontes,LOC,LOC,1
Drusen,Seestädte Tripolis,LOC,LOC,1
Drusen,Tarablus,LOC,LOC,1
Drusus,Caesar,PER,PER,1
Drusus,Cinna,PER,PER,1
Drusus,II,PER,LOC,1
Drusus,Pompeius,PER,PER,1
Drusus,Sulla,PER,PER,1
Drusus,Sullas,PER,PER,1
Drôme,Massalia,LOC,LOC,1
Drôme,Narbo,LOC,LOC,1
Duero,Brigantium,LOC,PER,1
Duero,Coruña,LOC,LOC,1
Duero,Gades,LOC,PER,1
Dumnorix,Caesar,PER,PER,1
Dumnorix,Jurapässe,PER,LOC,1
Dumouriez,Pompeius,ORG,PER,1
Dumouriez,ebendemselben,ORG,PER,1
Dyme,Achaia,LOC,LOC,1
Dyme,Tarent,LOC,LOC,1
Dyrrhachion,Afranius,LOC,PER,1
Dyrrhachion,Antonius,LOC,PER,1
Dyrrhachion,Apollonia,LOC,LOC,2
Dyrrhachion,Apsos,LOC,LOC,2
Dyrrhachion,Athen,LOC,LOC,1
Dyrrhachion,Brundisium,LOC,LOC,1
Dyrrhachion,Byzantion,LOC,LOC,1
Dyrrhachion,Caesar,LOC,PER,3
Dyrrhachion,Caesar,PER,PER,1
Dyrrhachion,Caesarianern,LOC,LOC,1
Dyrrhachion,Caesars,LOC,PER,2
Dyrrhachion,Caesars Oberpontifikat,LOC,PER,1
Dyrrhachion,Egnatische Chaussee,LOC,LOC,1
Dyrrhachion,Einverständnisse,LOC,LOC,1
Dyrrhachion,Europa,LOC,LOC,1
Dyrrhachion,Graba Balkan,LOC,LOC,1
Dyrrhachion,Haliakmon,LOC,PER,1
Dyrrhachion,Hellas,LOC,PER,1
Dyrrhachion,Kerkyra,LOC,LOC,2
Dyrrhachion,Kleinasien,LOC,LOC,1
Dyrrhachion,Labienus,LOC,PER,1
Dyrrhachion,Larisa,LOC,LOC,1
Dyrrhachion,Lissos,LOC,LOC,2
Dyrrhachion,Marcus Cato,LOC,PER,1
Dyrrhachion,Messana,LOC,LOC,1
Dyrrhachion,Metellus Scipio,LOC,PER,1
Dyrrhachion,Octavius,LOC,PER,1
Dyrrhachion,Olymp,LOC,LOC,1
Dyrrhachion,Partei,LOC,ORG,1
Dyrrhachion,Pella,LOC,LOC,1
Dyrrhachion,Peloponnes,LOC,LOC,1
Dyrrhachion,Peneios,LOC,PER,1
Dyrrhachion,Pergamon,LOC,LOC,2
Dyrrhachion,Petreius,LOC,PER,1
Dyrrhachion,Pompeius,LOC,PER,3
Dyrrhachion,Pompeius,PER,PER,1
Dyrrhachion,Pompeius Gnaeus,LOC,PER,1
Dyrrhachion,Provinz,LOC,LOC,1
Dyrrhachion,Rom,LOC,LOC,1
Dyrrhachion,Roms,LOC,LOC,1
Dyrrhachion,Scipio,LOC,PER,2
Dyrrhachion,Sextus,LOC,PER,1
Dyrrhachion,Stadt,LOC,LOC,1
Dyrrhachion,Syrien,LOC,LOC,1
Dyrrhachion,Thessalonike,LOC,LOC,1
Dyrrhachion,Thessalonike,LOC,PER,1
Dyrrhachion,Vibo,LOC,LOC,1
Dyrrhachion,bogenförmiger,LOC,LOC,1
Dyrrhachion,römischen Heerstraße,LOC,LOC,1
Dyrrhachion,thessalischen  Kriege,PER,LOC,1
Eben,Anmarsche Luculls,PER,LOC,1
Eben,Asien,PER,LOC,1
Eben,Ephesos,PER,LOC,1
Eben,Kilikien,PER,LOC,1
Eben,Kleinasien,PER,LOC,1
Eben,Lykaonien,PER,LOC,1
Eben,Römer,PER,LOC,1
Ebendahin,Hermäos,PER,PER,1
Ebendahin,Lampsakos,PER,LOC,1
Ebendahin,Landheer,PER,LOC,1
Ebendahin,Marius,PER,PER,1
Ebenhierdurch,Caesars,PER,PER,1
Ebenhierdurch,Pompeius,PER,PER,1
Ebenhierdurch,Ägypten,PER,LOC,1
Ebenjetzt,Bithynien,PER,LOC,1
Ebenjetzt,Kleinasien,PER,LOC,1
Ebenjetzt,Luculls,PER,PER,1
Ebenjetzt,Manius Acilius Glabrio,PER,PER,1
Ebenjetzt,Pontus,PER,LOC,1
Ebenjetzt,Rom,PER,LOC,1
Ebensomißvergnügt,Brotkorn,PER,LOC,1
Ebenwie,Eichelmast Wollproduktion,LOC,LOC,1
Ebenwie,Kornbau,LOC,LOC,1
Ebenwie,Maas,LOC,LOC,1
Ebenwie,Potal,LOC,LOC,1
Ebenwie,Römer,LOC,LOC,1
Ebenwie,Schelde,LOC,LOC,1
Ebro,Armee,LOC,ORG,1
Ebro,Caesar,LOC,PER,1
Ebro,Caesars,LOC,PER,1
Ebro,Calagurris,LOC,LOC,1
Ebro,Dertosa,LOC,LOC,1
Ebro,Diana,LOC,PER,1
Ebro,Hirtuleius,LOC,PER,1
Ebro,Ilerda,LOC,LOC,5
Ebro,Ilerda,LOC,PER,1
Ebro,Italien,LOC,LOC,1
Ebro,Lerida,LOC,LOC,1
Ebro,Osca,LOC,LOC,2
Ebro,Pallantia,LOC,LOC,1
Ebro,Perpenna,LOC,PER,1
Ebro,Pompeianer,LOC,LOC,1
Ebro,Pompeius,LOC,PER,1
Ebro,Saguntum,LOC,LOC,1
Ebro,Schiffbrücke,LOC,LOC,1
Ebro,Segre,LOC,LOC,1
Ebro,Sertorianer,LOC,PER,1
Ebro,Sertorius,LOC,PER,1
Ebro,Sicoris,LOC,LOC,3
Ebro,Spaniern,LOC,LOC,1
Ebro,Stadt,LOC,LOC,1
Ebro,Tarraco,LOC,LOC,1
Ebro,unterhandeln,LOC,LOC,1
Ebrolinie,Ebro,LOC,LOC,1
Ebrolinie,Sicorismündung,LOC,LOC,1
Ebroprovinz,Calvinus,LOC,PER,1
Ebroprovinz,Galliens,LOC,LOC,1
Ebroprovinz,Lucius Hirtuleius,LOC,PER,1
Ebroprovinz,Lucius Manlius,LOC,PER,1
Ebroprovinz,Pyrenäen,LOC,LOC,1
Ecale,Dover,LOC,LOC,1
Ecale,Vorgebirge,LOC,LOC,1
Ecale,Walmercastle,LOC,LOC,1
Ecale,Wissant,LOC,LOC,1
Edessa,Alchaudonios,LOC,PER,1
Edessa,Antiochia,LOC,LOC,1
Edessa,Azizos,LOC,PER,1
Edessa,Damaskos,LOC,LOC,1
Edessa,Emir der Araber von,LOC,LOC,1
Edessa,Euphrat,LOC,LOC,1
Edessa,Euphrat Sampsikeramos,LOC,LOC,1
Edessa,Hemesa,LOC,LOC,1
Edessa,Homs,LOC,LOC,1
Edessa,Kallirhoe,LOC,LOC,1
Edessa,Karrhä,LOC,LOC,3
Edessa,Lucullus,LOC,PER,1
Edessa,Mesopotamien,LOC,LOC,1
Edessa,Römer,LOC,LOC,1
Edessa,Tigris,LOC,LOC,1
Egeria,Faunus,PER,PER,1
Egeria,Jupiter,PER,PER,1
Egeria,Picus,PER,PER,1
Egeria,Vogelweisheit,PER,PER,1
Egnatische Chaussee,Haliakmon,LOC,PER,1
Egnatische Chaussee,Larisa,LOC,LOC,1
Egnatische Chaussee,Olymp,LOC,LOC,1
Egnatische Chaussee,Pella,LOC,LOC,1
Egnatische Chaussee,Peneios,LOC,PER,1
Egnatischen Chaussee,Makedonien,LOC,LOC,1
Egnatischen Chaussee,Scipio,LOC,PER,1
Egnatischen Chaussee,Straße von Thessalonike,LOC,LOC,1
Egnatischen Straße,Apollonia,LOC,PER,1
Egnatischen Straße,Caesar,LOC,PER,1
Egnatischen Straße,Caesars,LOC,PER,1
Egnatischen Straße,Dyrrhachion,LOC,LOC,1
Egnatischen Straße,Pompeius,LOC,PER,1
Egnatischen Straße,Scipio,LOC,PER,1
Ehrengeschenke,Pompeius,LOC,PER,1
Eichelmast Wollproduktion,Kornbau,LOC,LOC,1
Eichelmast Wollproduktion,Maas,LOC,LOC,1
Eichelmast Wollproduktion,Schelde,LOC,LOC,1
Eifers,Götter-und Vorsehungsglauben,PER,PER,1
Eifers,Varro,PER,PER,1
Eigentumsfrevel,Marcus Lucullus,LOC,PER,1
Eingedrungenen,Berg hinuntergejagt,ORG,LOC,1
Eingedrungenen,Caesar,ORG,PER,1
Eingedrungenen,Centurionen,ORG,PER,1
Eingedrungenen,Legionare,ORG,LOC,1
Eingedrungenen,Stadt,ORG,LOC,1
Eingetretenen,Adlern,LOC,ORG,1
Einverständnisse,Allianztraktat,PER,LOC,1
Einverständnisse,Asia,PER,LOC,1
Einverständnisse,Caesar,LOC,PER,1
Eisengruben,Loire,LOC,LOC,1
Ekbatana,Oros,LOC,LOC,1
Elender,Rom,PER,LOC,1
Eleutherna,Kreter,LOC,LOC,1
Eleutherna,Lappa,LOC,PER,1
Elsaß,Mülhausen,LOC,LOC,1
Elsaß,Rhein,LOC,LOC,1
Elsaß,Römer,LOC,LOC,1
Elsaß,nachgekommenen Haruder,LOC,LOC,1
Elymais,Luristan,LOC,LOC,1
Elymais,Persien,LOC,LOC,1
Elymais,Polyb,LOC,PER,1
Elymais,Strabo,LOC,PER,1
Elymais,Susiana,LOC,LOC,1
Eminente,Lucretius,PER,PER,1
Emir der Araber von,Alchaudonios,LOC,PER,1
Emir der Araber von,Antiochia,LOC,LOC,1
Emir der Araber von,Azizos,LOC,PER,1
Emir der Araber von,Damaskos,LOC,LOC,1
Emir der Araber von,Hemesa,LOC,LOC,1
Emir der Araber von,Homs,LOC,LOC,1
Emir der Araber von,Lucullus,LOC,PER,1
Emporiae,Andalusien,LOC,LOC,1
Emporiae,Caesarische,LOC,LOC,1
Emporiae,Osuna,LOC,LOC,1
Emporiae,Sevilla,LOC,LOC,1
Emporiae,Urso,LOC,LOC,1
Enderes,Nikopolis,LOC,LOC,1
Endzwecke,Römische Reich,LOC,LOC,1
Endzwecke,Slatthalters,LOC,LOC,1
Energischer,Marcus Cato,PER,PER,1
England,Amerika,LOC,LOC,1
England,Asien,LOC,LOC,1
England,Australien,LOC,LOC,1
England,Caesars,ORG,PER,1
England,Demagog,ORG,PER,1
England,Deutschland,LOC,LOC,1
England,Großbritannien,LOC,LOC,1
England,Irland,LOC,LOC,1
England,Keltenlandes,LOC,LOC,1
England,Massalia,LOC,LOC,1
England,Narbo,LOC,LOC,1
England,Völkermasse,LOC,LOC,1
Englands,Caesar,LOC,PER,1
Englands,Scillyinseln,LOC,LOC,1
Enipeus,Caesar,LOC,PER,2
Enipeus,Dhomoko,PER,LOC,1
Enipeus,Dolopischen Höhen,PER,LOC,1
Enipeus,Göler,PER,PER,1
Enipeus,Lamia,LOC,LOC,1
Enipeus,Larisa,LOC,LOC,1
Enipeus,Leake,LOC,LOC,2
Enipeus,Leake,PER,LOC,1
Enipeus,Leakes,LOC,LOC,1
Enipeus,Lucan,LOC,PER,1
Enipeus,Northern Greece,PER,LOC,1
Enipeus,Othrys,PER,LOC,1
Enipeus,Pharsalos,LOC,LOC,1
Enipeus,Pharsalos,PER,LOC,1
Enipeus,Pompeius,LOC,PER,2
Enipeus,Rückzugslinie,LOC,LOC,1
Enipeus,Skotussa,LOC,LOC,1
Enipeus,Strabon,PER,LOC,1
Enipeus,Thaumakoi,PER,LOC,1
Enkelin Octavia,Faustus Sulla,PER,PER,1
Enkelin Octavia,Quintus Metellus Scipio,PER,PER,1
Enkelin Octavia,Sohn,PER,PER,1
Ennius,Atticus,PER,PER,1
Ennius,Cato,PER,PER,1
Ennius,Clodius,PER,PER,1
Ennius,Empedokles,PER,PER,1
Ennius,Epicharmos,PER,PER,1
Ennius,Epirus,PER,LOC,1
Ennius,Euhemeros,PER,PER,1
Ennius,Euripides,PER,PER,1
Ennius,Fabius,PER,PER,1
Ennius,Helikon,PER,LOC,1
Ennius,Homer,PER,PER,1
Ennius,Italiens,PER,LOC,1
Ennius,Italikern,PER,LOC,1
Ennius,Lorbeers,PER,LOC,1
Ennius,Los –,PER,LOC,1
Ennius,Lucilius,PER,PER,1
Ennius,Lucretius,PER,PER,2
Ennius,Menandros,PER,PER,1
Ennius,Musen,PER,PER,1
Ennius,Pacuvius,PER,PER,2
Ennius,Plautus,PER,PER,2
Ennius,Pompilius,PER,PER,1
Ennius,Rudiae,PER,PER,1
Ennius,Terenz,PER,PER,1
Ennius,Varro,PER,PER,1
Ennius,Zaudern errette‹,PER,PER,1
Ennius,keinesweges,PER,PER,1
Entbundenen,Caesars,LOC,PER,1
Entsatztruppen,Umwallungslinie,LOC,LOC,1
Entsatztruppen,hinlief,LOC,LOC,1
Ephesos,Anmarsche Luculls,LOC,LOC,1
Epicharmos,Empedokles,PER,PER,1
Epicharmos,Euhemeros,PER,PER,1
Epicharmos,Lucretius,PER,PER,1
Epidauros,Ragusa vecchia,LOC,LOC,1
Epikureer Lucretius,Eifers,PER,PER,1
Epikureer Lucretius,Götter-und Vorsehungsglauben,PER,PER,1
Epikureer Lucretius,Varro,PER,PER,1
Epikureer Philodemos,Lucius Piso,PER,PER,1
Epikureischer,Varros,PER,PER,1
Epikuros,Ennius,PER,PER,1
Epikuros,Euhemeros,PER,PER,1
Epikurs,Diogenische Hundephilosophie,PER,LOC,1
Epikurs,Rom,PER,LOC,1
Epiphaneia,Achaia,LOC,LOC,1
Epiphaneia,Dyme,LOC,LOC,1
Epiphaneia,Pompeiupolis,LOC,LOC,1
Epiphaneia,Pompeiusstadt,LOC,LOC,1
Epiphaneia,Soloi,LOC,LOC,1
Epiphaneia,Tarent,LOC,LOC,1
Epirus,Armee,LOC,ORG,1
Epirus,Calvinus,LOC,PER,1
Epirus,Dyrrhachion,LOC,LOC,1
Epirus,Griechenland,LOC,LOC,1
Epirus,Hellas,LOC,LOC,1
Epirus,Kleinasien,LOC,LOC,1
Epirus,Makedonien,LOC,LOC,1
Epirus,Peneios,LOC,PER,1
Epirus,Römischen Reiches,LOC,LOC,1
Epirus,Thessalien,LOC,LOC,1
Epirus,Vereinigung der beiden Armeen,LOC,ORG,1
Eratosthenes,Aemilius Macer,PER,PER,1
Eratosthenes,Aude,PER,LOC,1
Eratosthenes,Publius Varro,PER,PER,1
Erde,Mittelmeer,LOC,LOC,1
Erde,Römer,LOC,LOC,1
Erdrand,Catullus,LOC,PER,1
Erdrand,Wilde Britanner,LOC,LOC,1
Eriwan,Stadt,LOC,LOC,1
Ernst,Caesar,PER,PER,2
Ernst,Lucullus,PER,PER,1
Ernst,Pompeius,PER,PER,1
Ernst,ebenwie Sulla,PER,PER,1
Ernstere,Caesar,PER,PER,1
Ernstere,Italiens,PER,LOC,1
Ernsterer,Caesars,ORG,PER,1
Ernstes,Arabern,PER,LOC,1
Ernstes,Armeniern,PER,LOC,1
Ernstes,Parther,PER,LOC,1
Ernstes,Römer,PER,LOC,1
Ernstes,Syrien,PER,LOC,1
Erzerum,Artaxata,LOC,PER,1
Essex,Cassivellaunus,LOC,PER,1
Essex,Gaus,LOC,PER,1
Et Graeca,Rom,LOC,LOC,1
Etrurien,Faesulaner,LOC,LOC,2
Etrurien,Festung Alba,LOC,LOC,1
Etrurien,Gaius Antonius,LOC,PER,1
Etrurien,Gallien,LOC,LOC,1
Etrurien,Gnaeus Pompeius,LOC,PER,1
Etrurien,Italien,LOC,LOC,1
Etrurien,Landfriede,LOC,LOC,1
Etrurien,Marcus Brutus,LOC,PER,1
Etrurien,Narbonensischen,LOC,LOC,1
Etrurien,Potal,LOC,LOC,1
Etrurien,Sohn Scipio,LOC,PER,1
Etrurien,Sulla,LOC,PER,1
Etruskerin‹,Arvernersee‹. Treffende,PER,PER,1
Etruskerin‹,Kretenser‹,PER,ORG,1
Etruskerin‹,Unterwelt‹,PER,LOC,1
Euhemeros,Empedokles,PER,PER,1
Euhemeros,Ennius,PER,PER,1
Euhemeros,Lucius Manilus,PER,PER,1
Euhemeros,Lucretius,PER,PER,1
Euhemeros,Plin,PER,PER,1
Eumachos,Aristonikos,PER,PER,1
Eumachos,Bithynien,PER,LOC,1
Eumachos,Hermokrates,PER,LOC,1
Eumachos,Paphlagonien,PER,LOC,1
Eumachos,Phrygien,PER,LOC,1
Eumachos,Taurusgebirge,PER,LOC,1
Eumachos,Taxiles,PER,LOC,1
Eumachos,römische Provinz,PER,LOC,1
Eupatoria,Amasia,LOC,LOC,1
Eupatoria,Amastris,LOC,LOC,1
Eupatoria,Amisos,LOC,LOC,1
Eupatoria,Bithynien,LOC,LOC,1
Eupatoria,Halys,LOC,LOC,1
Eupatoria,Iris,LOC,LOC,1
Eupatoria,Lykos,LOC,LOC,1
Eupatoria,Neapolis,LOC,LOC,1
Eupatoria,Paphlagonien,LOC,LOC,1
Eupatoria,Phazemon,LOC,LOC,1
Eupatoria,Pontos,LOC,LOC,1
Eupatoria,Römer,LOC,LOC,1
Eupatoria,Römern,LOC,LOC,1
Eupatoria,Sinope,LOC,LOC,1
Eupatoria,Themiskyra,LOC,PER,1
Eupatoria,Thermodon,LOC,LOC,1
Eupatoria,Tios,LOC,PER,1
Euphorions,Ibis,PER,PER,1
Euphorions,Kallimachos,PER,PER,1
Euphorions,Lykophrons,PER,PER,1
Euphrat,Abgaros,LOC,LOC,1
Euphrat,Alchaudonios,LOC,PER,1
Euphrat,Alexanders,LOC,PER,1
Euphrat,Andromachos,LOC,PER,1
Euphrat,Ararat,LOC,LOC,1
Euphrat,Armenien,LOC,LOC,3
Euphrat,Armeniens,LOC,LOC,1
Euphrat,Arsanias,LOC,PER,1
Euphrat,Artaxata,LOC,LOC,1
Euphrat,Bakkah,LOC,LOC,1
Euphrat,Belik,LOC,LOC,1
Euphrat,Biradjik,LOC,PER,2
Euphrat,Bostra,LOC,LOC,1
Euphrat,Caesar,LOC,PER,1
Euphrat,Caesars,LOC,PER,1
Euphrat,Capua,LOC,LOC,1
Euphrat,Cassius,LOC,PER,1
Euphrat,Cassius Zeit,LOC,PER,1
Euphrat,Crassus,LOC,PER,1
Euphrat,Derbe,LOC,LOC,1
Euphrat,Donau,LOC,LOC,1
Euphrat,Euphratufer Melitene,LOC,LOC,1
Euphrat,Festung Seleukeia,LOC,LOC,1
Euphrat,Hemesa,LOC,LOC,1
Euphrat,Herodos Antipatros,LOC,PER,1
Euphrat,Ichnä,LOC,LOC,1
Euphrat,Ikonion,LOC,LOC,1
Euphrat,Ismaels,LOC,PER,1
Euphrat,Juba,LOC,PER,1
Euphrat,Kabeira,LOC,PER,1
Euphrat,Karrhä,LOC,LOC,2
Euphrat,Kastabala,LOC,LOC,1
Euphrat,Kilikien,LOC,LOC,1
Euphrat,Ktesiphon,LOC,PER,1
Euphrat,Kurfluß,LOC,ORG,1
Euphrat,Kurie,LOC,ORG,1
Euphrat,Marcus Bibulus,LOC,PER,1
Euphrat,Megabates,LOC,PER,1
Euphrat,Melitene,LOC,LOC,1
Euphrat,Merv,LOC,LOC,1
Euphrat,Mesopotamiens,LOC,LOC,1
Euphrat,Mithradats,LOC,PER,1
Euphrat,Mittelmeer,LOC,LOC,1
Euphrat,Murad Tschai,LOC,PER,1
Euphrat,Osrhoene,LOC,LOC,1
Euphrat,Parther,LOC,LOC,2
Euphrat,Parthern,LOC,LOC,1
Euphrat,Pompeius,LOC,PER,2
Euphrat,Pompeius' Städtegründungen,LOC,PER,1
Euphrat,Pontischen,LOC,LOC,1
Euphrat,Pontischen Reiches,LOC,LOC,1
Euphrat,Reiches,LOC,LOC,2
Euphrat,Rom,LOC,LOC,3
Euphrat,Römer,LOC,LOC,5
Euphrat,Römern,LOC,LOC,2
Euphrat,Römischen Reiche,LOC,LOC,1
Euphrat,Sahara,LOC,LOC,1
Euphrat,Sampsikeramos,LOC,PER,1
Euphrat,Seleukeia,LOC,LOC,1
Euphrat,Spoliation,LOC,PER,1
Euphrat,Syrien,LOC,LOC,1
Euphrat,Syriens,LOC,LOC,1
Euphrat,Tauruspässe,LOC,LOC,1
Euphrat,Taxiles,LOC,LOC,1
Euphrat,Tieftälern,LOC,LOC,1
Euphrat,Tigranes,LOC,PER,2
Euphrat,Tigris,LOC,LOC,6
Euphrat,Weltstadt Seleukeia,LOC,LOC,1
Euphrat,Wühlereien,LOC,LOC,1
Euphrat,parthischen Herrschaft,LOC,LOC,1
Euphrat,syrisch-mesopotamische Wüste,LOC,LOC,1
Euphrat,syrischen Gebirgszug,LOC,LOC,1
Euphrat Lorbeeren,Lucullus,LOC,PER,1
Euphrat Sampsikeramos,Alchaudonios,LOC,PER,1
Euphrat Sampsikeramos,Antiochia,LOC,LOC,1
Euphrat Sampsikeramos,Azizos,LOC,PER,1
Euphrat Sampsikeramos,Damaskos,LOC,LOC,1
Euphrat Sampsikeramos,Emir der Araber von,LOC,LOC,1
Euphrat Sampsikeramos,Hemesa,LOC,LOC,1
Euphrat Sampsikeramos,Homs,LOC,LOC,1
Euphrat Sampsikeramos,Lucullus,LOC,PER,1
Euphrat Sophene,Armenien,LOC,LOC,1
Euphratlinie,Donaulinie,LOC,LOC,1
Euphratufer,Burg Dasteira,LOC,LOC,1
Euphratufer,Römern,LOC,LOC,1
Euphratufer Melitene,Tigranes,LOC,PER,1
Euphratübergang,Mesopotamiens,LOC,LOC,1
Euphratübergang,Römern,LOC,LOC,1
Euphratübergang,römischen Herrschaft,LOC,LOC,1
Euripides,Menandros,PER,PER,1
Euripides,Schulmeistern,PER,LOC,1
Europa,Alexanders,LOC,PER,1
Europa,Asien,LOC,LOC,1
Europa,Caesars,LOC,PER,1
Europa,Homer,LOC,PER,1
Europa,Kalidasa,LOC,PER,1
Europa,Kyros,LOC,PER,1
Europa,Römer,LOC,LOC,1
Europa,Scipio,LOC,PER,1
Europa,Sophokles,LOC,PER,1
Europa,Themistokles,LOC,PER,1
Exercierplatz,Caesar,LOC,PER,1
Expropriationen,Etrurien,PER,LOC,1
Expropriationen,Italien,PER,LOC,1
Expropriationen,Landfriede,PER,LOC,1
Fabius,Cato,PER,PER,1
Fabius,Zaudern errette‹,PER,PER,1
Faesulae,Bleibens,LOC,PER,1
Faesulae,Etrurien,LOC,LOC,1
Faesulae,Fiesole,LOC,LOC,1
Faesulae,Rom,LOC,LOC,1
Faesulae,Sammelpunkten,LOC,LOC,1
Faesulaner,Gaius Antonius,LOC,PER,1
Faesulaner,Sulla,LOC,PER,1
Falhize,Huy,LOC,LOC,1
Falhize,Maas,LOC,LOC,1
Fand,Don Quichotte,PER,PER,1
Fand,Marcus Cato,PER,PER,1
Fannius,Triarius,PER,PER,1
Fanum,Ancona,LOC,LOC,1
Fanum,Apulien,LOC,LOC,1
Fanum,Furlopaß,LOC,LOC,1
Faunus,Jupiter,PER,PER,1
Faunus,Picus,PER,PER,1
Faustus,Caesar,PER,PER,1
Faustus Sulla,Bürgerschaft,PER,LOC,1
Faustus Sulla,Cato,PER,PER,1
Faustus Sulla,Lucius Afranius,PER,PER,1
Faustus Sulla,Quintus Metellus Scipio,PER,PER,1
Faustus Sulla,Republik,PER,LOC,1
Faustus Sulla,Sohn,PER,PER,2
Faustus Sulla,Stadt,PER,LOC,1
Faustus Sulla,Utica,PER,LOC,1
Fechtschulen von Capua,Apuliens,LOC,LOC,1
Fechtschulen von Capua,Pompeius,LOC,PER,1
Feil,Ratmanns,PER,LOC,1
Feil,Rottenführer,PER,LOC,1
Feldherrnmacht,Caesar,LOC,PER,1
Feldherrnmacht,Feldherrnruhm,LOC,PER,1
Feldherrnmacht,Pompeius,LOC,PER,1
Feldherrnruhm,Caesar,PER,PER,1
Feldherrnruhm,Pompeius,PER,PER,1
Feldherrnschaft,Caesars,PER,PER,1
Feldherrnschaft,Demagog,PER,PER,1
Feldherrnschaft,England,PER,ORG,1
Feldherrnschaft,Napoleons,PER,PER,1
Feldherrnschaft,Ägypten,PER,LOC,1
Fersala,Altpharsalos,LOC,LOC,1
Fersala,Enipeus,LOC,PER,1
Fersaliti,Caesar b.c,LOC,PER,1
Fersaliti,Krannon,LOC,LOC,1
Fersaliti,Kynoskephalä,LOC,LOC,1
Fersaliti,Pharsalos,LOC,PER,1
Fersaliti,Pompeianer,LOC,LOC,1
Fersaliti,Skotussa,LOC,LOC,1
Festlieder,Alexandriner Vortreffliches,PER,PER,1
Festung Phanagoria,Kastor,LOC,PER,1
Festung Phanagoria,Kertsch,LOC,LOC,1
Festung Phanagoria,Römer,LOC,LOC,1
