LeftContext										Keyword	RightContext									
an	die	Soldaten	der	asiatischen	Armee	zugesagt	der	Ritterschaft	versprach	Caesar	gleichfalls	das	was	der	Senat	verweigert	hatte	ihr	durch	die
Teil	der	Bürgerschaft	ihren	rechten	Vertrauensmann	in	ihm	erkannte	Auch	Caesar	ist	von	solchen	Anschauungen	ausgegangen	aber	es	waren	nun	einmal
Schauplatz	getreten	war	bald	allen	politischen	Parteien	unbedingt	überlegen	Auch	Caesar	mußte	im	praktischen	Parteitreiben	hiervon	sich	überzeugen	und	also	reifte
dieselben	das	demokratische	Programm	acceptiert	hatten	doch	die	Demokratie	und	Caesar	selbst	an	den	Rand	des	Unterganges	führte	In	der	gleichen
noch	nach	Jahrtausenden	wir	ehrfurchtsvoll	uns	neigen	vor	dem	was	Caesar	gewollt	und	getan	hat	so	liegt	die	Ursache	nicht	darin
Herren	ihre	patriotischen	Auslagen	nicht	wieder	herausbekamen	Als	Konsul	brachte	Caesar	zunächst	die	Begehren	seiner	Verbündeten	zur	Verhandlung	unter	denen	die
bei	weitem	das	wichtigste	war	Das	zu	diesem	Ende	von	Caesar	entworfene	Ackergesetz	hielt	im	allgemeinen	fest	an	den	Grundzügen	wie
Ausführung	ward	einer	Kommission	von	zwanzig	Männern	übertragen	in	die	Caesar	bestimmt	erklärte	sich	selber	nicht	wählen	lassen	zu	wollen	Die
Kolonie	II	315	II	343	Auch	in	der	Form	beobachtete	Caesar	jede	mögliche	Rücksicht	Er	legte	den	Entwurf	des	Ackergesetzes	sowie
zu	der	gesetzlichen	Schlußstunde	der	Sitzung	seine	Rede	fortzuspinnen	als	Caesar	Miene	machte	den	störrigen	Mann	verhaften	zu	lassen	ward	schließlich
Bürgerschaft	Ohne	sich	weit	von	der	Wahrheit	zu	entfernen	konnte	Caesar	der	Menge	sagen	daß	der	Senat	die	vernünftigsten	und	notwendigsten
die	Sache	bis	zu	offenbarer	Gewalt	zu	treiben	Pompeius	von	Caesar	veranlaßt	sich	über	seine	Stellung	zu	der	obschwebenden	Frage	auszusprechen
um	die	Anträge	Caesars	zu	vereiteln	An	jedem	Tage	wo	Caesar	vor	dem	Volke	auftrat	stellte	sein	Kollege	Bibulus	die	bekannten
politischen	Wetterbeobachtungen	an	die	alle	öffentlichen	Geschäfte	unterbrachen	II	420	Caesar	kümmerte	sich	um	den	Himmel	nicht	sondern	fuhr	fort	seine
seine	irdischen	Geschäfte	zu	betreiben	Die	tribunicische	Intercession	ward	eingelegt	Caesar	begnügte	sich	sie	nicht	zu	beachten	Bibulus	und	Cato	sprangen
die	Rednerbühne	haranguierten	die	Menge	und	veranlaßten	den	gewöhnlichen	Krawall	Caesar	ließ	sie	durch	Gerichtsdiener	vom	Markte	hinwegführen	und	übrigens	dafür
nicht	dabei	bleiben	es	war	unter	den	Verbündeten	ausgemacht	daß	Caesar	ein	außerordentliches	nach	dem	Muster	der	Gabinisch	Manilischen	Gesetze	zugeschnittenes
der	Gabinisch	Manilischen	Gesetze	zugeschnittenes	Kommando	durch	Volksschluß	erhalten	solle	Caesar	indes	hatte	öffentlich	erklärt	keinen	Antrag	zu	seinen	eigenen	Gunsten
Antrag	bei	der	Bürgerschaft	zu	stellen	die	natürlich	unbedingt	gehorchte	Caesar	erhielt	dadurch	die	Statthalterschaft	des	Cisalpinischen	Galliens	und	den	Oberbefehl
um	wenigstens	nicht	auch	dies	Kommando	durch	außerordentlichen	Bürgerschaftsbeschluß	auf	Caesar	übergehen	zu	sehen	Man	hatte	damit	was	man	wollte	Da
den	Machthabern	selbst	war	zunächst	wenigstens	keine	Aussicht	Die	von	Caesar	als	Konsul	erlassenen	Gesetze	an	deren	Aufrechthaltung	Pompeius	wenigstens	ebensoviel
Gesetze	an	deren	Aufrechthaltung	Pompeius	wenigstens	ebensoviel	gelegen	war	als	Caesar	verbürgten	die	Fortdauer	der	Spaltung	zwischen	Pompeius	und	der	Aristokratie
auch	die	persönlichen	Bande	zwischen	ihren	Häuptern	sich	enger	zusammenzogen	Caesar	hatte	seinen	Verbündeten	redlich	und	treulich	Wort	gehalten	ohne	sie
Je	fester	und	enger	also	das	Bündnis	zwischen	Pompeius	und	Caesar	sich	knüpfte	desto	hoffnungsloser	gestaltete	sich	die	Sache	der	Aristokratie
Sie	fühlte	das	Schwert	über	ihrem	Haupte	schweben	und	kannte	Caesar	hinlänglich	um	nicht	zu	bezweifeln	daß	er	wenn	nötig	es
natürlich	in	dieser	Partei	auch	nicht	an	Heißspornen	Kaum	hatte	Caesar	das	Konsulat	niedergelegt	als	einige	der	hitzigsten	Aristokraten	Lucius	Domitius
Torheit	die	nur	zum	Vorteil	der	Koalition	ausschlug	denn	da	Caesar	nun	selbst	darauf	bestand	daß	der	Senat	die	Gültigkeit	der
überzeugt	selbst	ein	Mann	wie	Lucius	Lucullus	hatte	sich	persönlich	Caesar	zu	Füßen	geworfen	und	öffentlich	erklärt	daß	er	seines	hohen
hatte	wählen	lassen	Als	Rückhalt	für	Clodius	verweilte	der	Prokonsul	Caesar	bis	der	Schlag	gegen	die	beiden	Opfer	gefallen	war	in
sich	ein	nach	dem	Osten	Das	Nächste	war	getan	auch	Caesar	konnte	Italien	verlassen	um	sich	ernsteren	Aufgaben	zu	widmen	Wenn
einen	neuen	jungfräulichen	Boden	zu	gewinnen	Dieser	Aufgabe	hat	Gaius	Caesar	sich	unterzogen	Es	ist	mehr	als	ein	Irrtum	es	ist
wenn	man	Gallien	einzig	als	den	Exercierplatz	betrachtet	auf	dem	Caesar	sich	und	seine	Legionen	für	den	bevorstehenden	Bürgerkrieg	übte	Wenn
bevorstehenden	Bürgerkrieg	übte	Wenn	auch	die	Unterwerfung	des	Westens	für	Caesar	insofern	ein	Mittel	zum	Zweck	war	als	er	in	den
des	staatsmännischen	Genius	daß	seine	Mittel	selbst	wieder	Zwecke	sind	Caesar	bedurfte	wohl	für	seine	Parteizwecke	einer	militärischen	Macht	Gallien	aber
war	noch	nicht	der	höchste	und	letzte	weshalb	Gallien	von	Caesar	erobert	ward	Als	der	römischen	Bürgerschaft	die	alte	Heimat	zu
Mißständen	Es	war	ein	genialer	Gedanke	eine	großartige	Hoffnung	welche	Caesar	über	die	Alpen	führte	der	Gedanke	und	die	Zuversicht	dort
Unterwerfung	des	Westens	abzielenden	Unternehmungen	schon	der	Feldzug	rechnen	den	Caesar	im	J	693	im	Jenseitigen	Spanien	unternahm	Wielange	auch	Spanien
nicht	leicht	von	den	in	sich	sehr	ungleichartigen	Zuständen	die	Caesar	bei	seinem	Eintreffen	daselbst	im	J	696	vorfand	ein	anschauliches
Geschick	jedes	Muster	nachzuahmen	und	jede	Anweisung	auszuführen	auch	von	Caesar	hervorgehoben	wird	In	den	meisten	Zweigen	scheint	aber	doch	das
regsameren	Süden	des	Landes	war	ein	oder	zwei	Menschenalter	vor	Caesar	die	Kinder	der	letzten	Könige	lebten	noch	zu	seiner	Zeit
der	Roheit	auch	die	Tapferkeit	geschwunden	war	Der	Kelte	sagt	Caesar	wagt	es	nicht	dem	Germanen	im	Kampfe	ins	Auge	zu
verwandt	hat	Überblicken	wir	den	Gesamtzustand	der	Kelten	wie	ihn	Caesar	in	den	transalpinischen	Landschaften	vorfand	so	ist	verglichen	mit	der
Tage	tritt	so	lebendig	erscheint	es	in	den	Kämpfen	gegen	Caesar	Allem	Anschein	nach	hatte	die	keltische	Nation	als	Caesar	ihr
gegen	Caesar	Allem	Anschein	nach	hatte	die	keltische	Nation	als	Caesar	ihr	gegenübertrat	das	Maximum	der	ihr	beschiedenen	Kultur	bereits	erreicht
Gebiets	durch	die	übermütigen	Sueben	stämme	müde	das	Jahr	bevor	Caesar	in	Gallien	eintraf	695	aus	ihren	bisherigen	Sitzen	aufgebrochen	um
Römer	gelang	Unter	diesen	Verhältnissen	traf	der	neue	Statthalter	Gaius	Caesar	im	Frühling	696	in	dem	Narbonensischen	Gallien	ein	das	zu
vom	Forum	auf	das	Schlachtfeld	gefolgt	war	Bestimmte	Aufträge	hatte	Caesar	nicht	erhalten	für	den	Einsichtigen	und	Mutigen	lagen	sie	in
wo	er	das	linke	Rhoneufer	betrat	durch	römisches	Gebiet	und	Caesar	ohnehin	nicht	gemeint	sich	die	Festsetzung	der	Helvetier	im	westlichen
einer	Strecke	von	mehr	als	drei	deutschen	Meilen	zu	verwehren	Caesar	gewann	indes	durch	Unterhandlungen	mit	den	Helvetiern	die	den	Übergang
des	römischen	Gebiets	Interessen	die	nur	gewahrt	werden	konnten	wenn	Caesar	statt	wie	alle	Statthalter	des	Senats	wie	selbst	Marius	II
an	der	Spitze	einer	ansehnlichen	Armee	die	bisherige	Reichsgrenze	überschritt	Caesar	war	Feldherr	nicht	des	Senats	sondern	des	Staates	er	schwankte
war	indes	bereits	auf	das	rechte	Ufer	des	Flusses	übergesetzt	Caesar	folgte	ihnen	und	bewerkstelligte	den	Übergang	den	der	ungeschlachte	Zug
Richtung	nach	Norden	ein	ohne	Zweifel	in	der	Voraussetzung	daß	Caesar	nicht	wagen	werde	ihnen	weit	in	das	innere	Gallien	hinein
Häduer	unter	dem	Befehl	des	wohlbekannten	Römerfeindes	Dumnorix	bestand	und	Caesar	selbst	sie	mehr	noch	als	Geiseln	denn	als	Soldaten	übernommen
der	Hauptstadt	der	Häduer	Bibracte	Autun	in	mäßiger	Entfernung	vorüber	Caesar	beschloß	dieses	wichtigen	Ortes	sich	mit	gewaffneter	Hand	zu	bemächtigen
Flucht	Anstalt	machten	und	griffen	nun	ihrerseits	an	Mehr	hatte	Caesar	nicht	gewünscht	Auf	zwei	parallel	laufenden	Hügelreihen	stellten	die	beiden
aber	es	war	ein	heißer	auch	für	die	Sieger	gewesen	Caesar	der	Ursache	hatte	seinem	Offizierkorps	nicht	durchgängig	zu	trauen	hatte
keltischen	Nation	den	römischen	Feldherrn	um	Beistand	gegen	die	Deutschen	Caesar	ging	darauf	ein	Auf	seine	Veranlassung	stellten	die	Häduer	die
da	Ariovist	wegen	dieses	Vertragsbruchs	die	Klienten	Roms	angriff	nahm	Caesar	davon	Veranlassung	mit	ihm	in	direkte	Verhandlung	zu	treten	und
erwähnte	der	Aufforderungen	die	ihm	von	Rom	aus	zugekommen	seien	Caesar	aus	dem	Wege	zu	räumen	und	erbot	sich	wenn	Caesar
Caesar	aus	dem	Wege	zu	räumen	und	erbot	sich	wenn	Caesar	ihm	das	nördliche	Gallien	überlassen	wolle	ihm	dagegen	zur	Erlangung
Um	so	notwendiger	war	es	nicht	zu	zaudern	sogleich	brach	Caesar	auf	gegen	Ariovist	Ein	panischer	Schrecken	ergriff	seine	Truppen	vor
und	die	Römer	von	ihrer	Basis	und	ihren	Zufuhren	abzuschneiden	Caesar	versuchte	sich	aus	seiner	peinlichen	Lage	durch	eine	Schlacht	zu
ihrer	isolierten	Stellung	nicht	umhin	konnten	an	der	Centralgewalt	festzuhalten	Caesar	zog	hier	wie	überall	die	überwundenen	Feinde	den	zweifelhaften	Freunden
Stämme	sich	fertig	machten	den	Strom	zu	überschreiten	Infolgedessen	brach	Caesar	mit	seinem	jetzt	auf	acht	Legionen	vermehrten	Heer	im	Frühjahr
Anführung	des	Königs	der	Suessionen	Galba	an	ihre	Südgrenze	um	Caesar	daselbst	zu	empfangen	Nur	ein	einziger	Gau	der	der	mächtigen
trafen	das	römische	und	das	belgische	Heer	fast	gleichzeitig	ein	Caesar	unternahm	es	nicht	dem	tapfern	sechsfach	stärkeren	Feinde	eine	Schlacht
Aber	die	Folgen	des	Sieges	beschränkten	sich	hierauf	nicht	Wie	Caesar	in	die	westlichen	Kantone	der	Belgen	einrückte	gab	einer	nach
kimbrischen	Splitter	noch	verfolge	Den	übrigen	unterworfenen	Stämmen	begnügte	sich	Caesar	eine	allgemeine	Entwaffnung	und	Geiselstellung	aufzuerlegen	Die	Remer	wurden	natürlich
auf	Beistand	aus	Britannien	auf	das	Einrücken	der	überrheinischen	Germanen	Caesar	sandte	Labienus	mit	der	ganzen	Reiterei	an	den	Rhein	um
bemannter	Galeeren	gebildete	Flotte	führte	der	Unterfeldherr	Decimus	Brutus	heran	Caesar	selbst	rückte	mit	dem	Kern	seiner	Infanterie	ein	in	das
Vertragsbruch	und	die	Festnahme	der	römischen	Offiziere	zu	ahnden	ließ	Caesar	den	gesamten	Gemeinderat	hinrichten	und	die	Bürgerschaft	des	Venetischen	Gaus
der	Küstenstaaten	setzte	Sabinus	inzwischen	dieselbe	Taktik	entgegen	durch	die	Caesar	das	Jahr	zuvor	den	belgischen	Landsturm	an	der	Aisne	überwunden
römischen	Hoheit	zu	entziehen	Um	sie	dazu	zu	zwingen	erschien	Caesar	an	ihren	Grenzen	aber	gewitzigt	durch	die	von	ihren	Landsleuten
Bäume	als	Verhacke	gegen	feindliche	Überfälle	aufgeschichtet	wurden	allein	selbst	Caesar	verwegen	wie	er	war	fand	nach	einigen	Tagen	mühseligsten	Marschierens
nicht	erreicht	worden	waren	Das	folgende	Jahr	699	ward	während	Caesar	selbst	in	Britannien	beschäftigt	war	der	größte	Teil	des	Heeres
genügt	die	Erneuerung	der	vorjährigen	Kämpfe	zu	verhüten	Während	also	Caesar	das	römische	Gebiet	im	Westen	mit	den	Waffen	zu	einem
führt	um	diese	Straße	in	seine	Gewalt	zu	bringen	ließ	Caesar	schon	im	Herbst	697	durch	Servius	Galba	Octodurum	Martigny	besetzen
unter	den	neuen	Herrn	zu	bestimmen	Das	eine	Ziel	das	Caesar	sich	gesteckt	hatte	die	Unterwerfung	Galliens	war	mit	kaum	nennenswerten
Schwert	sich	erreichen	ließ	Allein	die	andere	Hälfte	des	von	Caesar	begonnenen	Werkes	war	noch	bei	weitem	nicht	genügend	erledigt	und
bereits	bis	an	die	Grenzen	der	Treverer	streiften	Indes	als	Caesar	mit	seinen	Legionen	ihnen	gegenüber	anlangte	schienen	die	vielgeplagten	Auswanderer
unternahm	und	erbittert	durch	den	dabei	erlittenen	empfindlichen	Verlust	glaubte	Caesar	sich	berechtigt	jede	völkerrechtliche	Rücksicht	aus	den	Augen	zu	setzen
Übergriffen	war	dadurch	mit	erschreckendem	Nachdruck	gesteuert	Doch	fand	es	Caesar	ratsam	noch	einen	Schritt	weiter	zu	gehen	und	die	Legionen
Binnenlandes	botmäßig	und	zinspflichtig	gemacht	worden	und	hatten	schon	697	Caesar	durch	ihre	Boten	ersucht	auch	sie	wie	die	Gallier	von
der	Gegend	wie	es	scheint	zwischen	Koblenz	und	Andernach	schlug	Caesar	eine	Pfahlbrücke	über	den	Rhein	und	führte	seine	Legionen	hinüber
der	Westspitze	Englands	Scillyinseln	hinübergefahren	697	im	Sommer	699	ging	Caesar	selbst	mit	nur	zwei	Legionen	da	wo	er	am	schmalsten
noch	ehe	die	schlimme	Jahreszeit	hereinbrach	die	gallische	Küste	wiederzuerreichen	Caesar	selbst	war	mit	den	Ergebnissen	dieser	leichtsinnig	und	mit	unzulänglichen
Ufer	versammelte	Streitmacht	der	Briten	ohne	einen	Kampf	zu	wagen	Caesar	trat	sofort	den	Marsch	ins	Binnenland	an	und	überschritt	nach
des	ältesten	Rom	in	zwiefacher	Weise	verwendet	werden	konnten	Als	Caesar	den	Marsch	wieder	fortzusetzen	im	stande	war	fand	er	denselben
gefährlichen	Feind	nicht	aufs	Äußerste	zu	treiben	und	versprach	wie	Caesar	verlangte	die	Trinobanten	nicht	zu	beunruhigen	Abgaben	zu	zahlen	und
ernstlich	weder	gegeben	noch	genommen	Nach	Empfang	der	Geiseln	kehrte	Caesar	in	das	Schiffslager	und	von	da	nach	Gallien	zurück	Wenn
vor	dem	zweiten	Zug	nach	Britannien	im	Frühjahr	700	hatte	Caesar	es	notwendig	gefunden	sich	persönlich	zu	den	Treverern	zu	begeben
überrheinischen	Deutschen	mehr	als	verdächtige	Verbindungen	angeknüpft	hatten	Damals	hatte	Caesar	sich	begnügt	die	namhaftesten	Männer	der	Patriotenpartei	namentlich	den	Indutiomarus
verweigerte	sich	einzuschiffen	und	statt	dessen	nach	Hause	ritt	konnte	Caesar	nicht	umhin	ihn	als	Ausreißer	verfolgen	zu	lassen	wobei	er
Legionen	stark	im	belgischen	Gebiet	Die	Knappheit	der	Getreidevorräte	hatte	Caesar	bewogen	seine	Truppen	weiter	als	er	sonst	zu	tun	pflegte
Aufgebot	der	Aduatuker	die	gern	die	Gelegenheit	ergriffen	das	von	Caesar	ihnen	zugefügte	Leid	zu	vergelten	und	der	mächtigen	und	noch
und	Brandspeeren	überschütteten	Die	einzige	Hoffnung	der	Belagerten	beruhte	auf	Caesar	der	nicht	allzuweit	entfernt	in	der	Gegend	von	Amiens	mit
Reiter	aus	Ciceros	Lager	sich	durch	die	Feinde	bis	zu	Caesar	durchzuschleichen	Auf	die	erschütternde	Kunde	brach	Caesar	augenblicklich	auf	zwar
Feinde	bis	zu	Caesar	durchzuschleichen	Auf	die	erschütternde	Kunde	brach	Caesar	augenblicklich	auf	zwar	nur	mit	zwei	schwachen	Legionen	zusammen	etwa
stark	und	400	Reitern	aber	nichtsdestoweniger	genügte	die	Meldung	daß	Caesar	anrücke	um	die	Insurgenten	zur	Aufhebung	der	Belagerung	zu	bestimmen
Zeit	nicht	der	zehnte	Mann	in	Ciceros	Lager	war	unverwundet	Caesar	gegen	den	das	Insurgentenheer	sich	gewandt	hatte	täuschte	die	Feinde
für	jetzt	die	Fortsetzung	des	Kampfes	ein	Nicht	ungern	verschob	Caesar	die	weiteren	Maßregeln	gegen	die	aufgestandenen	Distrikte	auf	das	Frühjahr
und	der	benachbarten	Senonen	um	Sens	welche	letztere	den	von	Caesar	eingesetzten	König	aus	dem	Lande	jagten	teils	die	Landschaft	der
suchen	Die	Abgeordneten	dieser	drei	Gaue	blieben	auf	dem	von	Caesar	im	mittleren	Gallien	ausgeschriebenen	Landtag	aus	und	erklärten	damit	ebenso
Cicero	getan	hatte	Der	Winter	neigte	sich	zu	Ende	als	Caesar	mit	seinem	inzwischen	ansehnlich	verstärkten	Heer	aufbrach	gegen	die	Insurgenten
offener	Empörung	stehenden	vereinzelt	angegriffen	Zuerst	wurden	die	Nervier	von	Caesar	selbst	zu	Paaren	getrieben	Das	gleiche	widerfuhr	den	Senonen	und
wieder	zusammen	Um	den	Deutschen	das	Wiederkommen	zu	verleiden	ging	Caesar	noch	einmal	über	den	Rhein	um	womöglich	gegen	die	lästigen
abgerechnet	nur	die	Eburonen	waren	übergangen	aber	nicht	vergessen	Seit	Caesar	die	Katastrophe	von	Aduatuca	erfahren	hatte	trug	er	das	Trauergewand
Beile	damit	förmlich	eingeweiht	Die	Opposition	verstummte	überall	herrschte	Ruhe	Caesar	ging	wie	er	pflegte	im	Spätjahr	701	über	die	Alpen
Insurrektion	des	letzten	Winters	war	offenbar	nur	daran	gescheitert	daß	Caesar	selbst	auf	dem	Kampfplatz	erschienen	war	jetzt	war	er	fern
Heer	umzingelt	die	fast	unverteidigte	altrömische	Provinz	überschwemmt	sein	bevor	Caesar	wieder	jenseit	der	Alpen	stand	selbst	wenn	die	italischen	Verwicklungen
zum	Losschlagen	bestimmt	hatten	in	Italien	blieb	es	Friede	und	Caesar	stand	abermals	an	der	Spitze	seiner	Armee	Was	aber	sollten
um	diese	fast	einzigen	zuverlässigen	Bundesgenossen	Roms	zu	vernichten	bevor	Caesar	herankam	Die	Nachricht	von	diesem	Angriff	bestimmte	auch	Caesar	mit
bevor	Caesar	herankam	Die	Nachricht	von	diesem	Angriff	bestimmte	auch	Caesar	mit	Zurücklassung	des	Gepäcks	und	zweier	Legionen	in	den	Winterquartieren
